カテゴリID,カテゴリ名,カテゴリ名（フル）
xMt65Pmcwy8i4fXnP7J75N,スポーツ,ゲーム・おもちゃ・グッズ > フィギュア > スポーツ
SpyVm7VUnP29gdozzQPoK6,ミリタリー,ゲーム・おもちゃ・グッズ > フィギュア > ミリタリー
hYjZ5pfBZ6oMAS9qYMnxPE,その他,ゲーム・おもちゃ・グッズ > フィギュア > その他
5DCUEwHLtRhV7EKMzbg53Z,キューブリック・ベアブリック,ゲーム・おもちゃ・グッズ > フィギュア > キューブリック・ベアブリック
ciU8s59qtDYLpdHVJejT8j,その他,ゲーム・おもちゃ・グッズ > トレーディングカード > その他
D6m4sfFSyw4FnzCpmzPTTY,遊戯王OCG デュエルモンスターズ,ゲーム・おもちゃ・グッズ > トレーディングカード > 遊戯王OCG デュエルモンスターズ
iV9pczaBytZwZQGxHf6gqN,マジック：ザ・ギャザリング,ゲーム・おもちゃ・グッズ > トレーディングカード > マジック：ザ・ギャザリング
WtVLAXzfyLVVaHkee2ZLcN,ポケモンカードゲーム,ゲーム・おもちゃ・グッズ > トレーディングカード > ポケモンカードゲーム
x6BLC7AtaHn9ndw6r7KB58,デュエルマスターズ,ゲーム・おもちゃ・グッズ > トレーディングカード > デュエルマスターズ
4HfWrew4iaLLoCSZePfKUY,カードファイト!! ヴァンガード,ゲーム・おもちゃ・グッズ > トレーディングカード > カードファイト!! ヴァンガード
BGTBWuFqW29QceRHkoWcaZ,ヴァイスシュヴァルツ,ゲーム・おもちゃ・グッズ > トレーディングカード > ヴァイスシュヴァルツ
UwZB3wZMqde3mhEzL8BMq,サプライ・アクセサリ・グッズ,ゲーム・おもちゃ・グッズ > トレーディングカード > サプライ・アクセサリ・グッズ
ze7aXmJgBDiuJs6Zj6RABC,バトルスピリッツ,ゲーム・おもちゃ・グッズ > トレーディングカード > バトルスピリッツ
z8MHDHeanBziYhEsm2o2vd,ワンピース カードゲーム,ゲーム・おもちゃ・グッズ > トレーディングカード > ワンピース カードゲーム
bBuVuTbw67KNtC6YWfHuwp,シャドウバース エボルヴ,ゲーム・おもちゃ・グッズ > トレーディングカード > シャドウバース エボルヴ
J4Lc97Hgs7QeRh3TY4RFVU,遊戯王OCG デュエルモンスターズ(外国語版),ゲーム・おもちゃ・グッズ > トレーディングカード > 遊戯王OCG デュエルモンスターズ(外国語版)
kcTkV49VYfhxzNaA5CNekg,遊戯王ラッシュデュエル,ゲーム・おもちゃ・グッズ > トレーディングカード > 遊戯王ラッシュデュエル
QQSqiLWgUrZ5WTJHhENf9A,マジック：ザ・ギャザリング(外国語版),ゲーム・おもちゃ・グッズ > トレーディングカード > マジック：ザ・ギャザリング(外国語版)
hWfUt4jQ9ws9GUopgozrfN,ヴァイスシュヴァルツブラウ,ゲーム・おもちゃ・グッズ > トレーディングカード > ヴァイスシュヴァルツブラウ
PnSF4rfZSYfV45P8b56GS6,Reバース for you(リバースフォーユー),ゲーム・おもちゃ・グッズ > トレーディングカード > Reバース for you(リバースフォーユー)
vwcfkk3ffpioquvoNpKVNV,UNION ARENA(ユニオンアリーナ),ゲーム・おもちゃ・グッズ > トレーディングカード > UNION ARENA(ユニオンアリーナ)
FbzoibP3yh4F5ksEbLwxwZ,デジモンカードゲーム,ゲーム・おもちゃ・グッズ > トレーディングカード > デジモンカードゲーム
6f4cxezr7nR792LwyDADUX,ホロライブ カードダス,ゲーム・おもちゃ・グッズ > トレーディングカード > ホロライブ カードダス
ErLvA6Sr36kADY3YQZag6k,ウィクロス,ゲーム・おもちゃ・グッズ > トレーディングカード > ウィクロス
6eXqEhu8bG2Ji68bqzzkNM,OSICA(オシカ),ゲーム・おもちゃ・グッズ > トレーディングカード > OSICA(オシカ)
oM4quWjAUE2nA3FXPc5gqe,ゲートルーラー,ゲーム・おもちゃ・グッズ > トレーディングカード > ゲートルーラー
fdwLkg6dfN3HA9vWz5JryP,サモン＆マジック,ゲーム・おもちゃ・グッズ > トレーディングカード > サモン＆マジック
WmmYMwLfMCFRJTsXuBZvC7,Z/X (ゼクス),ゲーム・おもちゃ・グッズ > トレーディングカード > Z/X (ゼクス)
9wJRVYjAdoVfbUmi9Kytm9,Vividz(ビビッヅ),ゲーム・おもちゃ・グッズ > トレーディングカード > Vividz(ビビッヅ)
bLz76QzYqNjfpvqrmVGCrb,ビルディバイド,ゲーム・おもちゃ・グッズ > トレーディングカード > ビルディバイド
xqwQ34ZvmXJdPVUdzAHZtV,ファイナルファンタジーTCG,ゲーム・おもちゃ・グッズ > トレーディングカード > ファイナルファンタジーTCG
LdR1PqGZmJ2X0E8oBgWQJ5,名探偵コナンカードゲーム,ゲーム・おもちゃ・グッズ > トレーディングカード > 名探偵コナンカードゲーム
dFiAcPH6sfSSBbpNJ2ewom,小物・アクセサリー,ゲーム・おもちゃ・グッズ > おもちゃ > 小物・アクセサリー
RCVuRU7Ru3xvBFY6vr5xP7,その他,ゲーム・おもちゃ・グッズ > おもちゃ > その他
hUH7gDupWj9wYMRncshJxS,クッキングトイ,ゲーム・おもちゃ・グッズ > おもちゃ > クッキングトイ
iuWmaUJCQC48ssEAdokBfg,カプセルトイ・ガチャガチャ,ゲーム・おもちゃ・グッズ > おもちゃ > カプセルトイ・ガチャガチャ
sdb6xV27ZNdxHrB6pBuoN8,ストラップ,ゲーム・おもちゃ・グッズ > キャラクターグッズ > ストラップ
BDEjSbywVarmP9vtibAHFV,キーホルダー・アクリルキーホルダー,ゲーム・おもちゃ・グッズ > キャラクターグッズ > キーホルダー・アクリルキーホルダー
z9baPW8LcviwMWshJRVGP6,ピンズ・ピンバッジ・缶バッジ,ゲーム・おもちゃ・グッズ > キャラクターグッズ > ピンズ・ピンバッジ・缶バッジ
YAMD4VDNmvqqsfUuNLJwdj,クリアファイル,ゲーム・おもちゃ・グッズ > キャラクターグッズ > クリアファイル
ZYK8WHjm9BBofEPMuT8f2f,ポスター,ゲーム・おもちゃ・グッズ > キャラクターグッズ > ポスター
NmXzrqCJaZxDatkZZya5V8,タオル・ハンカチ,ゲーム・おもちゃ・グッズ > キャラクターグッズ > タオル・ハンカチ
GeNnmcosGuNAMgtdN4RNXk,その他,ゲーム・おもちゃ・グッズ > キャラクターグッズ > その他
UusBnDgrdtJ42FbXkQdFzU,アクリルスタンド,ゲーム・おもちゃ・グッズ > キャラクターグッズ > アクリルスタンド
yYFCDLQX6UKYREWuAghoVB,タペストリー,ゲーム・おもちゃ・グッズ > キャラクターグッズ > タペストリー
hVdKnwr8DxoePQBN9db6RU,クッション・抱きまくら・ブランケット,ゲーム・おもちゃ・グッズ > キャラクターグッズ > クッション・抱きまくら・ブランケット
e4HifJFSRpgJcy8HD5Wrq3,アクセサリー・ヘアアクセサリー,ゲーム・おもちゃ・グッズ > キャラクターグッズ > アクセサリー・ヘアアクセサリー
Kx9Cqx5zDfVmpmXHuDvPXL,Tシャツ・アパレル,ゲーム・おもちゃ・グッズ > キャラクターグッズ > Tシャツ・アパレル
R8tMtp3G7M2aZNFLKc7GZG,マグカップ・食器,ゲーム・おもちゃ・グッズ > キャラクターグッズ > マグカップ・食器
Gk4mxnyBxUrfB8jePBEupf,パワーアップバンド(USJ),ゲーム・おもちゃ・グッズ > キャラクターグッズ > パワーアップバンド(USJ)
DrYn8shQEft9MNgwGJHKmC,セル画,ゲーム・おもちゃ・グッズ > キャラクターグッズ > セル画
S7PfA4kX2AUFrwMkMn8rEk,メモ用紙・文房具,ゲーム・おもちゃ・グッズ > キャラクターグッズ > メモ用紙・文房具
uKhR94xXjH2YsdX6qEU2wF,シール・ステッカー,ゲーム・おもちゃ・グッズ > キャラクターグッズ > シール・ステッカー
mQxcfwnkR23qtWFapL4zUb,カード・フォト・ブロマイド,ゲーム・おもちゃ・グッズ > キャラクターグッズ > カード・フォト・ブロマイド
hM2upV9vAPRMVfxSzMGhaS,ぬいぐるみ・マスコット,ゲーム・おもちゃ・グッズ > キャラクターグッズ > ぬいぐるみ・マスコット
XC9YFx6BWvGqQak49whKoa,バッグ・ポーチ,ゲーム・おもちゃ・グッズ > キャラクターグッズ > バッグ・ポーチ
xAPbVisusXSLpcxm2Lpra3,ビックリマンシール,ゲーム・おもちゃ・グッズ > シール・ステッカー > ビックリマンシール
UMSFThd689mmEFaf4UNipf,ビックリマンシール(コラボ),ゲーム・おもちゃ・グッズ > シール・ステッカー > ビックリマンシール(コラボ)
XwtFJ7iWfAvdYRHPCmffSC,ポケモンパンシール,ゲーム・おもちゃ・グッズ > シール・ステッカー > ポケモンパンシール
AVYmNkC2tBU7gV9P4YsRaa,その他,ゲーム・おもちゃ・グッズ > シール・ステッカー > その他
XrsANCz3hD2EN8Mimbpx9K,トランプ,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > トランプ
8t5GGoqqc9JQhPVVQULyzU,かるた,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > かるた
kJDt3mM4owayRHx5fT6juY,囲碁,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > 囲碁
wfVqty9XLYKtkEjJv5fP4m,オセロ,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > オセロ
WkNakbDSq5MxdffKKM4KD4,人生ゲーム,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > 人生ゲーム
HDsW3jmhF6Nwkex84pQkZ9,スポーツゲーム(野球盤等),ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > スポーツゲーム(野球盤等)
TYzUbJdqLwmra42u8eDR35,ダーツ,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > ダーツ
aEsaRGPjGsM6FXxnGVJKKD,ビリヤード,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > ビリヤード
7mhPegfbhiQWbH9bD8jqzC,麻雀,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > 麻雀
TDHWnAsBGqB85eNt9QfYsa,ジグソーパズル,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > ジグソーパズル
VsigkBachpXMq325Qhdo5H,パズルゲーム,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > パズルゲーム
pFyKKnZnugZKWCz6vGjBkj,花札,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > 花札
vUQsgv4r6yTogSZrVPYkHM,バランスゲーム(ジェンガ等),ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > バランスゲーム(ジェンガ等)
ZbyvMEFUyYw2fQwztCzacN,アクションゲーム,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > アクションゲーム
vjMWy78MSk3hfRTyxLR8Km,その他,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > その他
qqqtqpkGnpfLj55fSDnkGc,UNO,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > UNO
PKycafkYbqCShMYXzBaF4B,百人一首,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > 百人一首
2shkGzBGbGxoqSiRgh7S69,将棋,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > 将棋
thTPzj5noY5YqNq2DkxkHD,チェス,ゲーム・おもちゃ・グッズ > パズル・ボードゲーム > チェス
3TyvHcugPnEtmopExrXbWC,その他,ゲーム・おもちゃ・グッズ > ドール・お人形遊び > その他
PyjTneZu635NM3yuc26oJW,その他,食品・飲料・酒 > 食品 > その他
tBdcSD83udJzJTMUPCpfiV,魚介類(加工食品),食品・飲料・酒 > 食品 > 魚介類(加工食品)
ZWC43UWBob8MWrtkcQXe33,肉類(加工食品),食品・飲料・酒 > 食品 > 肉類(加工食品)
HvD33YUu7YAJV8HCndHqma,米・雑穀・粉類,食品・飲料・酒 > 食品 > 米・雑穀・粉類
Rbfk8iMdMEnDN4gw42GpNA,野菜,食品・飲料・酒 > 食品 > 野菜
jFaeXGwacTCZJ7S8t5V8BB,果物,食品・飲料・酒 > 食品 > 果物
28VbixN7BHUTZTwWjQP33J,その他 加工食品,食品・飲料・酒 > 食品 > その他 加工食品
wdDSXnaXwSPbsTHn63ohtc,菓子,食品・飲料・酒 > 食品 > 菓子
CRfsnP2H7SeravoG7vgsuU,調味料・料理の素・油,食品・飲料・酒 > 食品 > 調味料・料理の素・油
e4Ze9nFk9XyUMVwwy8kFPS,コーヒー,食品・飲料・酒 > 飲料・酒 > コーヒー
43xMgAnVgJo4RtJvsGCYgh,ソフトドリンク,食品・飲料・酒 > 飲料・酒 > ソフトドリンク
LCE9ZzVJSQ8m56oHKv9FMb,ミネラルウォーター,食品・飲料・酒 > 飲料・酒 > ミネラルウォーター
b5meHGpHvzFTibMFuwRwyF,茶,食品・飲料・酒 > 飲料・酒 > 茶
ij8ktzYeQLEAggSQkFDtAU,ウイスキー,食品・飲料・酒 > 飲料・酒 > ウイスキー
qWau8hXQP9iXgr6a5tFg4E,ワイン,食品・飲料・酒 > 飲料・酒 > ワイン
dWRTSgo3MSVtbaYJ7MEufP,ブランデー,食品・飲料・酒 > 飲料・酒 > ブランデー
aBzmPTV5icttgSbpkmJY74,焼酎,食品・飲料・酒 > 飲料・酒 > 焼酎
JYAQXSBqpBCtGTLwgAmwLN,日本酒,食品・飲料・酒 > 飲料・酒 > 日本酒
h6TWcXfiPtRSFGyWeKAvjJ,ビール・発泡酒,食品・飲料・酒 > 飲料・酒 > ビール・発泡酒
XeUXfGPBkqNfCyGGcMy8x,その他,食品・飲料・酒 > 飲料・酒 > その他
ygjdZU37bxJnRe2Cvd5RYB,レジャーシート,アウトドア・釣り・旅行用品 > アウトドア > レジャーシート
86afJ3qA7cQ3kyiLmnJTt3,アウトドアヒーター,アウトドア・釣り・旅行用品 > アウトドア > アウトドアヒーター
23iVZNhCtEidQFvKPFV3LG,ナイフ・ツール,アウトドア・釣り・旅行用品 > アウトドア > ナイフ・ツール
E6vFGxUYTNwwHedxzFXxBn,釣り竿セット,アウトドア・釣り・旅行用品 > フィッシング > 釣り竿セット
SgpmcQKN4HhGMyxAnSoAo8,サロペット・オーバーオール・オールインワン,ファッション > レディース > サロペット・オーバーオール・オールインワン
MmP99Gnpj3tG3AHchPfdvH,エッセンシャルオイル,ダイエット・健康 > リラクゼーション > エッセンシャルオイル
LPcsER9cx6JDAePawkWgZa,芳香器・アロマポット・アロマストーン,ダイエット・健康 > リラクゼーション > 芳香器・アロマポット・アロマストーン
kEvEgaJqtGBoKMUoBr2BB6,お香,ダイエット・健康 > リラクゼーション > お香
snDEjecvutLk9AcJe8fAEU,キャンドル,ダイエット・健康 > リラクゼーション > キャンドル
srDxyhwBq4Z6jTaEpTCm5S,その他,ダイエット・健康 > リラクゼーション > その他
9PnDm26WkYw78FpQfVKkdE,リラクゼーショングッズ,ダイエット・健康 > リラクゼーション > リラクゼーショングッズ
KiZyQfMDCg8xbUtNiuzPZ5,ベースオイル,ダイエット・健康 > リラクゼーション > ベースオイル
4hXKWQwmWFnbh6a9A9vZV4,アロマディフューザー,ダイエット・健康 > リラクゼーション > アロマディフューザー
j3cntofoZxfGFEuJijqZD5,香炉,ダイエット・健康 > リラクゼーション > 香炉
EopDLMoAJQAcRqh2YnNkfi,よもぎ蒸し,ダイエット・健康 > リラクゼーション > よもぎ蒸し
m5Gt8eLnCoCaiu8xeKu3JW,温浴器,ダイエット・健康 > リラクゼーション > 温浴器
HTCdiGDqoMbG6E9FoMao2U,サシェ・ポプリ,ダイエット・健康 > リラクゼーション > サシェ・ポプリ
XeKXdyvtxF7dXtQwjLaty7,ダイエットサプリ,ダイエット・健康 > ダイエット食品 > ダイエットサプリ
Lk44xbnXyCB9yqWdTvnnSA,ダイエットお菓子,ダイエット・健康 > ダイエット食品 > ダイエットお菓子
iHLgxHZbaBkHsZyG7vSHt,ダイエットドリンク,ダイエット・健康 > ダイエット食品 > ダイエットドリンク
Mw7Drjm56Xn7SimFx9tLY7,その他,ダイエット・健康 > ダイエット食品 > その他
ZhSpq2Pm5s7eT7d85btGzE,安全靴,ダイエット・健康 > 健康用品 > 安全靴
o4DjMVJQzETyrfWJZBeAPX,介護用椅子・電動座椅子,ダイエット・健康 > 看護・介護用品 > 介護用椅子・電動座椅子
PLAeEvXZmxdJdZxUL4AtrJ,電動カート,ダイエット・健康 > 看護・介護用品 > 電動カート
B43Q5GKwhVD4tDX8o4oLvD,シルバーカー,ダイエット・健康 > 看護・介護用品 > シルバーカー
EPnSSfSd4DWSKyvrTaocda,歩行器,ダイエット・健康 > 看護・介護用品 > 歩行器
23ZCJJWqjuivh4w8StPnCU,介護ベルト・キャリーベルト,ダイエット・健康 > 看護・介護用品 > 介護ベルト・キャリーベルト
2GCzGWeLSVQthaJ3Ph9awE,杖・ステッキ,ダイエット・健康 > 看護・介護用品 > 杖・ステッキ
gp89GrU3Kq4nMB6tsSFZsY,マッサージチェア,ダイエット・健康 > マッサージ > マッサージチェア
koSos68dQMPhaCohR7c2nc,マッサージクッション,ダイエット・健康 > マッサージ > マッサージクッション
N4zfqV3wtjhrL56Cvob4t4,ハンディマッサージャー・マッサージガン,ダイエット・健康 > マッサージ > ハンディマッサージャー・マッサージガン
jBWaxeNz6aqGCB3tH9ptJc,フットマッサージ,ダイエット・健康 > マッサージ > フットマッサージ
STtg34X7mXK8rQnHvUBucQ,ネックマッサージ,ダイエット・健康 > マッサージ > ネックマッサージ
4cRdXQk4sQcvpeoPNW2Rn7,フットバス,ダイエット・健康 > マッサージ > フットバス
V5J5ggoog8HKSprfdUexfN,その他,ダイエット・健康 > マッサージ > その他
nX8a4vGCH4yJjDpAz7gjmS,アミノ酸,ダイエット・健康 > サプリメント > アミノ酸
hbQFK4epU7YGPdGRPoMhC6,酵母・酵素,ダイエット・健康 > サプリメント > 酵母・酵素
f9H4wTE9JMBZWdgFc5T5ZJ,ビタミン,ダイエット・健康 > サプリメント > ビタミン
